WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 288-462-665
127.0.0.1 - - [24/Jun/2026 16:00:29] "GET /api/health HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:22] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:22] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:30] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:30] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:30] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:30] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:38] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:38] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:38] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:38] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:46] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:47] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:47] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:47] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:47] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:54] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:54] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:54] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:54] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:55] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:55] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:55] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:55] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:02] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:02] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:02] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:02] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:03] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:03] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:03] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:03] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:10] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:10] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:10] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:10] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:11] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:11] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:11] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:11] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:18] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:18] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:18] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:18] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:19] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:19] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:19] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:19] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:26] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:26] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:26] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:26] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:27] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:27] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:27] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:27] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:34] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:34] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:34] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:34] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:35] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:35] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:35] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:35] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:42] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:42] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:42] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:42] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:43] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:43] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:43] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:43] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:20:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:21:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:02] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:02] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:02] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:02] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:11] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:11] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:11] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:11] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:16] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:16] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:16] "GET /api/prediction?mission_id=8 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:16] "GET /api/charts?mission_id=8 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:19] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:19] "GET /api/prediction?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:19] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:19] "GET /api/charts?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:27] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:27] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:27] "GET /api/prediction?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:27] "GET /api/charts?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:35] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:35] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:35] "GET /api/prediction?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:35] "GET /api/charts?mission_id=7 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:37] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:37] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:37] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:37] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:46] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:46] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:46] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:46] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:53] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:53] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:53] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:22:53] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:01] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:01] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:01] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:01] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:09] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:09] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:09] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:09] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:18] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:18] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:18] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:18] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:26] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:26] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:26] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:26] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:33] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:33] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:33] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:33] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:41] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:41] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:41] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:41] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:49] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:49] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:49] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:49] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:58] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:58] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:58] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:23:58] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:06] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:06] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:06] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:06] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:14] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:14] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:14] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:14] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:22] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:22] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:22] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:22] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:30] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:30] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:30] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:30] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:37] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:37] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:37] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:37] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:46] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:46] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:46] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:46] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/charts?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:54] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:54] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:54] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:24:54] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:02] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:02] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:02] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:02] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:10] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:10] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:10] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:10] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:18] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:18] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:18] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:18] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:26] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:26] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:26] "GET /api/prediction?mission_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:25:26] "GET /api/charts?mission_id=1 HTTP/1.1" 200 -
